Number,leaid11,STNAM,School.District,County_name,ALL_COHORT_1112,ALL_RATE_1112,ECD_COHORT_1112,ECD_RATE_1112,Percentage,Num_BGs_in_Tract,LAND_AREA,URBANIZED_AREA_POP_CEN_2010,URBAN_CLUSTER_POP_CEN_2010,RURAL_POP_CEN_2010,pct_URBANIZED_AREA_POP_CEN_2010,pct_URBAN_CLUSTER_POP_CEN_2010,pct_RURAL_POP_CEN_2010,pct_Males_CEN_2010,pct_Males_ACS_08_12,pct_Males_ACSMOE_08_12,pct_Females_CEN_2010,pct_Females_ACS_08_12,pct_Females_ACSMOE_08_12,pct_Tot_GQ_CEN_2010,pct_Inst_GQ_CEN_2010,pct_Non_Inst_GQ_CEN_2010,pct_Pop_5yrs_Over_ACS_08_12,pct_Pop_5yrs_Over_ACSMOE_08_12,pct_Othr_Lang_ACS_08_12,pct_Othr_Lang_ACSMOE_08_12,pct_Age5p_Only_Eng_ACS_08_12,pct_Age5p_Only_Eng_ACSMOE_08_12,pct_Pop_25yrs_Over_ACS_08_12,pct_Pop_25yrs_Over_ACSMOE_08_12,pct_Not_HS_Grad_ACS_08_12,pct_Not_HS_Grad_ACSMOE_08_12,pct_College_ACS_08_12,pct_College_ACSMOE_08_12,pct_Pov_Univ_ACS_08_12,pct_Pov_Univ_ACSMOE_08_12,pct_Prs_Blw_Pov_Lev_ACS_08_12,pct_Prs_Blw_Pov_Lev_ACSMOE_08_12,pct_Civ_emp_16p_ACS_08_12,pct_Civ_emp_16p_ACSMOE_08_12,pct_Civ_unemp_16p_ACS_08_12,pct_Civ_unemp_16p_ACSMOE_08_12,pct_Pop_1yr_Over_ACS_08_12,pct_Pop_1yr_Over_ACSMOE_08_12,pct_Diff_HU_1yr_Ago_ACS_08_12,pct_Diff_HU_1yr_Ago_ACSMOE_08_12,pct_Born_US_ACS_08_12,pct_Born_US_ACSMOE_08_12,pct_Born_foreign_ACS_08_12,pct_Born_foreign_ACSMOE_08_12,pct_US_Cit_Nat_ACS_08_12,pct_US_Cit_Nat_ACSMOE_08_12,pct_NON_US_Cit_ACS_08_12,pct_NON_US_Cit_ACSMOE_08_12,pct_ENG_VW_SPAN_ACS_08_12,pct_ENG_VW_SPAN_ACSMOE_08_12,pct_ENG_VW_INDOEURO_ACS_08_12,pct_ENG_VW_INDOEURO_ACSMOE_08_12,pct_ENG_VW_API_ACS_08_12,pct_ENG_VW_API_ACSMOE_08_12,pct_ENG_VW_OTHER_ACS_08_12,pct_ENG_VW_OTHER_ACSMOE_08_12,pct_ENG_VW_ACS_08_12,pct_ENG_VW_ACSMOE_08_12,pct_Rel_Family_HHDS_CEN_2010,pct_Rel_Family_HHD_ACS_08_12,pct_Rel_Family_HHD_ACSMOE_08_12,pct_MrdCple_HHD_CEN_2010,pct_MrdCple_HHD_ACS_08_12,pct_MrdCple_HHD_ACSMOE_08_12,pct_Not_MrdCple_HHD_CEN_2010,pct_Not_MrdCple_HHD_ACS_08_12,pct_Not_MrdCple_HHD_ACSMOE_08_12,pct_Female_No_HB_CEN_2010,pct_Female_No_HB_ACS_08_12,pct_Female_No_HB_ACSMOE_08_12,pct_NonFamily_HHD_CEN_2010,pct_NonFamily_HHD_ACS_08_12,pct_NonFamily_HHD_ACSMOE_08_12,pct_Sngl_Prns_HHD_CEN_2010,pct_Sngl_Prns_HHD_ACS_08_12,pct_Sngl_Prns_HHD_ACSMOE_08_12,pct_HHD_PPL_Und_18_CEN_2010,pct_HHD_PPL_Und_18_ACS_08_12,pct_HHD_PPL_Und_18_ACSMOE_08_12,avg_Tot_Prns_in_HHD_CEN_2010,avg_Tot_Prns_in_HHD_ACS_08_12,avg_Tot_Prns_in_HHD_ACSMOE_08_12,pct_Rel_Under_6_CEN_2010,pct_Rel_Under_6_ACS_08_12,pct_Rel_Under_6_ACSMOE_08_12,pct_HHD_Moved_in_ACS_08_12,pct_HHD_Moved_in_ACSMOE_08_12,pct_PUB_ASST_INC_ACS_08_12,pct_PUB_ASST_INC_ACSMOE_08_12,pct_Tot_Occp_Units_CEN_2010,pct_Tot_Occp_Units_ACS_08_12,pct_Tot_Occp_Units_ACSMOE_08_12,pct_Vacant_Units_CEN_2010,pct_Vacant_Units_ACS_08_12,pct_Vacant_Units_ACSMOE_08_12,pct_Renter_Occp_HU_CEN_2010,pct_Renter_Occp_HU_ACS_08_12,pct_Renter_Occp_HU_ACSMOE_08_12,pct_Owner_Occp_HU_CEN_2010,pct_Owner_Occp_HU_ACS_08_12,pct_Owner_Occp_HU_ACSMOE_08_12,pct_Single_Unit_ACS_08_12,pct_Single_Unit_ACSMOE_08_12,pct_MLT_U2_9_STRC_ACS_08_12,pct_MLT_U2_9_STRC_ACSMOE_08_12,pct_MLT_U10p_ACS_08_12,pct_MLT_U10p_ACSMOE_08_12,pct_Mobile_Homes_ACS_08_12,pct_Mobile_Homes_ACSMOE_08_12,pct_Crowd_Occp_U_ACS_08_12,pct_Crowd_Occp_U_ACSMOE_08_12,pct_NO_PH_SRVC_ACS_08_12,pct_NO_PH_SRVC_ACSMOE_08_12,pct_No_Plumb_ACS_08_12,pct_No_Plumb_ACSMOE_08_12,pct_Recent_Built_HU_ACS_08_12,pct_Recent_Built_HU_ACSMOE_08_12
2139,5304980,WASHINGTON,Mercer Island School District,King County,368,93,19,GE80,100,3,1.108,3662,0,0,100,0,0,50.82,51.05249134,3.605921586,49.18,48.94750866,4.220543454,0.08,0,0.08,95.89661604,2.813979829,13.92053348,4.615751207,86.07946652,4.221352517,67.75912603,1.029304891,0.747149037,0.864516055,81.39992135,8.117030833,100,5.727696815,2.531308287,2.875871076,94.70046083,1.672680915,5.299539171,3.070045358,100,5.727696815,1.918465228,0.077699631,86.33093525,2.96285257,13.66906475,3.149150957,9.006128431,2.585642979,4.662936318,2.657833971,0,0.916030534,0,0.916030534,2.748091603,1.904905995,0,0.916030534,2.748091603,2.134288238,88.77,91.67938931,2.482329716,83.16,86.48854962,3.601742033,16.84,13.51145038,5.236538742,3.53,3.129770992,2.821369163,11.23,8.320610687,3.954063741,9.7,7.633587786,3.879915324,43.22,45.95419847,4.069628829,2.9342,2.863358779,0.166549494,12.47,11.90674438,6.132751491,2.366412214,2.28792014,0,0.916030534,96.67,97.98055348,2.459086226,3.33,2.019446522,2.991000435,5.29,1.908396947,2.288674255,94.71,98.09160305,2.173034969,98.13014211,2.324673303,0.747943156,1.495674476,1.121914735,2.093900382,0,0.897531788,0,0,1.755725191,2.136133104,0,0.897531788,0.747943156,1.046817772
2140,5305130,WASHINGTON,Monroe School District,Snohomish County,474,77,144,70-74,100,3,3.278,5026,0,3,99.94,0,0.06,74.09,74.15795587,1.725524989,25.91,25.84204414,4.520179149,50.29,49.1,1.19,96.12853271,10.68026749,26.94321385,7.917873628,73.05678615,7.828677327,74.21602788,2.027353776,24.46531038,6.277041115,7.56390193,3.172398563,48.06426636,4.204778002,15.06242449,8.640274392,92.67015707,9.647818543,7.329842932,6.87978874,100,11.11441553,32.40418119,2.546670066,84.51413086,7.537554102,15.48586914,6.270911616,4.297328688,3.701231903,11.18854046,3.730522167,15.01746217,12.49667097,0,1.979045402,0,1.979045402,0,1.979045402,15.01746217,12.61378765,63.4,71.82770664,5.159315394,41.05,42.84051222,13.88731184,58.95,57.15948778,15.54990807,14.02,21.53667055,12.17993497,36.6,28.17229336,10.03169979,27.47,20.02328289,9.840827271,40.27,52.03725262,12.3783173,2.7809,3.08032596,0.332154367,34.04,29.65964344,17.98440951,20.83818394,12.42584208,3.376018626,4.062658345,91.55,88.92339545,11.64123203,8.45,11.07660456,9.780072493,52.06,51.80442375,14.24167969,47.94,48.19557625,11.76553885,51.55279503,12.3493674,17.08074534,10.96169229,31.36645963,11.11286302,0,1.759834369,8.731082654,8.577163847,4.54016298,7.671998681,0,1.759834369,0,1.759834369
2141,5305220,WASHINGTON,Moses Lake School District,Grant County,549,61,338,52,100,4,6.637,0,9903,9,0,99.91,0.09,50.7,51.9197376,3.027462533,49.3,48.0802624,2.999950213,0.19,0.12,0.07,90.86436427,9.775108847,23.56938104,6.352654021,76.43061896,3.783110554,62.56994019,1.475360316,23.09589886,5.374489278,16.31205674,4.04611366,99.96141231,10.91896107,13.91623239,4.872330983,88.16155989,4.185594023,11.83844011,3.788395947,98.18637855,10.56407893,13.70603262,1.026134492,85.9347868,3.720165205,14.0652132,4.192896987,2.778313718,1.186600755,11.28689948,4.183644479,10.32222829,5.204192408,0.300382305,0.518510877,0.819224468,1.036451934,0,0.518842163,11.44183506,5.36057322,70.91,74.84980885,4.64906996,50.73,53.57728018,5.972696785,49.27,46.42271983,7.907709839,13.26,12.20644457,4.497699126,29.09,25.15019115,5.662223333,22.26,23.10212998,5.639046719,39.93,38.3123976,4.983661252,2.8274,2.828782086,0.130873921,30.91,25.79350602,7.282807406,18.35062807,5.62163097,3.058438012,1.709985575,91.6,93.25184619,3.631844489,8.4,6.748153807,4.061529015,36.41,42.68159476,6.445976761,63.59,57.31840524,4.125192051,54.77463713,5.548558573,10.59332824,4.196613575,10.79704609,5.296968529,23.32569391,5.697557966,4.314582196,2.82746778,1.583833971,1.307109494,0,0.483829896,0.356506239,0.559964051
2142,5305400,WASHINGTON,Mount Vernon School District,Skagit County,455,67,280,55-59,100,3,0.699,2831,0,0,100,0,0,50.05,48.9546478,3.611066193,49.95,51.0453522,5.445513948,0.46,0.18,0.28,87.16629141,1.018579419,11.58671587,12.91476372,88.41328413,2.951679388,63.52524928,13.0869646,12.60759494,8.41035868,19.94936709,8.533696364,99.71051785,0.542631457,16.41935484,9.508398368,83.08494784,1.87768866,16.91505216,9.564403622,96.91219042,19.25640198,13.50813143,1.820212865,94.78932133,19.43160978,5.210678675,3.554069543,1.061434545,1.341995262,4.14924413,3.257084507,0,1.0978957,0,1.0978957,0,1.0978957,0,1.0978957,0,1.0978957,61.76,73.92497713,9.973588456,44.37,54.07136322,13.68806234,55.63,45.92863678,13.98607913,11.71,18.38975297,9.799312197,38.24,26.07502287,10.66072521,28.91,24.33668802,10.79610929,34.68,39.70722781,9.831905037,2.5782,2.824336688,0.299109113,26.37,39.10891089,16.16131172,7.044830741,6.18087824,11.89387008,8.885887379,93.98,91.77162049,7.20450382,6.02,8.228379513,7.03383697,36.78,37.41994511,11.76319756,63.22,62.5800549,13.11307661,87.15365239,8.649167037,7.220822838,5.691352075,4.534005038,4.104270651,1.091519731,1.929926654,5.763952425,5.550740799,1.738334858,3.105781062,0,1.007556675,0,1.007556675
2143,5305430,WASHINGTON,Mukilteo School District,Snohomish County,1092,83,498,73,100,3,2.475,5177,0,0,100,0,0,50.45,51.83418929,4.875608691,49.55,48.16581071,2.549943568,0,0,0,95.98312546,8.411605433,25.1863176,5.021774371,74.8136824,5.458523264,67.73661042,5.78636848,2.789060385,1.671697883,55.26672082,6.155754245,100,9.182531201,6.621423331,6.166247974,98.48171153,1.61927333,1.518288475,1.13444863,99.7432135,0.966351955,8.127988231,0.533595402,78.76008804,5.106186217,21.23991196,4.141799679,13.26118856,3.035026527,7.978723404,3.056181982,0,0.940265487,0,0.940265487,2.986725664,2.209365287,0,0.940265487,2.986725664,2.375505733,87.13,84.18141593,3.614908896,79.51,73.50663717,5.502253811,20.49,26.49336283,6.27736731,5.53,7.743362832,3.915530673,12.87,15.81858407,4.382188721,9.65,11.83628319,4.011520208,42.72,44.96681416,4.426580439,2.9216,3.015486726,0.157180413,11.98,14.06044678,5.458851338,3.42920354,2.651545371,1.272123894,1.492550411,96.2,97.04777241,2.603908805,3.8,2.95222759,2.736279643,6.77,7.35619469,3.750262808,93.23,92.64380531,3.290065243,100,3.942966757,0,0.91250671,0,0.91250671,0,0.91250671,0.719026549,0.939853291,0.60840708,1.327224613,0,0.91250671,1.341921632,1.985690787
2144,5305670,WASHINGTON,Nooksack Valley School District,Whatcom County,109,67,56,50-59,72.7712445,5,69.983,0,2472,5607,0,30.6,69.4,49.92,50.30194013,3.009681643,50.08,49.69805987,1.525182256,0.07,0,0.07,90.60773481,7.234328427,15.81111741,4.970719976,84.18888259,3.433587626,62.91918283,4.970957897,15.21339596,2.991054893,15.88727793,3.065591915,99.71733265,0.880280122,18.32238114,6.276274882,87.41446725,5.298872824,12.58553275,4.510666482,98.45817808,7.941814068,8.312671278,0.472964202,87.70397019,2.062314481,12.29602981,4.194347098,4.792496467,2.050382259,7.503533342,3.442468716,1.76730486,1.322069659,1.951399116,1.505923854,0,0.625920471,0,0.625920471,3.718703976,2.089132448,74.94,78.64506627,4.102610613,61.23,63.2179676,4.901892698,38.77,36.7820324,6.325572962,8.35,13.1443299,4.62230085,25.06,21.35493373,4.342739357,20.06,17.45213549,4.392839784,38.14,43.22533137,5.172132132,2.8456,2.859720177,0.057740791,23.71,29.11985019,6.724353769,8.799705449,4.207661792,4.786450663,1.82287333,91.93,89.57783641,3.89138839,8.07,10.42216359,3.414169012,30.21,26.54639175,6.207754212,69.79,73.45360825,4.120438415,70.38258575,5.395647561,6.167546174,2.002373763,2.638522427,1.382702821,20.28364116,5.536756143,2.06185567,1.431651231,2.35640648,1.541195055,4.980211082,3.756586463,0.758575198,0.857183361
2145,5305760,WASHINGTON,North Kitsap School District,Kitsap County,560,79,207,65-69,100,2,4.827,0,3500,0,0,100,0,48.51,49.35740514,2.474444882,51.49,50.64259486,2.051402423,0,0,0,95.0122399,6.451576162,5.603864734,1.587693581,94.39613527,6.391311484,70.77723378,4.636313457,4.842196282,1.715860237,33.6792045,3.402217221,99.47980416,6.733213194,9.474007998,2.262329934,92.42788462,1.626785081,7.572115385,1.729346113,98.43941249,6.63313941,12.43394467,0.587491324,94.70624235,6.355132272,5.29375765,1.415523628,3.274173807,1.15210242,2.019583843,1.035857698,0,0.900225056,0.150037509,0.224954915,0,0.900225056,0,0.900225056,0.150037509,0.900199724,70.59,67.89197299,3.506390398,56.5,50.63765942,3.617971756,43.5,49.36234059,5.332039121,10.26,13.12828207,3.094879023,29.41,32.10802701,4.10405856,21.53,22.43060765,3.299863823,33.67,31.1327832,3.235448466,2.5289,2.451612903,0.04116841,19.45,16.13259669,4.165256058,11.77794449,2.571579893,3.52588147,1.491957893,85.27,84.9044586,3.379378741,14.73,15.0955414,3.360851653,20.74,20.70517629,3.710711869,79.26,79.29482371,3.322440934,87.32484076,2.283747397,1.847133758,1.337016023,0.318471338,0.89169462,10.44585987,2.410402885,1.200300075,0.973746154,2.325581395,1.34627421,1.082802548,0.827712628,0.445859873,0.636873728
2146,5305850,WASHINGTON,North Thurston Public Schools,Thurston County,946,85,344,77,100,2,10.329,6674,0,454,93.63,0,6.37,48.65,46.48917092,2.769783988,51.35,53.51082908,2.935146117,0.06,0,0.06,94.71651262,1.764942128,13.55956889,3.242474109,86.44043111,2.818830248,70.78217685,5.180896106,4.404599493,2.643757407,44.26037809,5.13400464,100,8.36939741,6.497447924,3.995888207,94.5368171,3.213082981,5.463182898,2.587670734,98.45495931,8.091531614,18.0187754,1.027552415,89.04676507,1.937050964,10.95323493,2.167528618,8.152848669,1.983830243,2.80038626,1.536126565,0,0.610851599,0,0.610851599,0.143729788,0.323300455,0.35932447,0.57459719,0.503054258,0.897907328,79.08,81.4229249,3.349709598,69.37,73.0147323,3.710677425,30.63,26.9852677,6.046088051,6.97,8.084800575,3.530879079,20.92,18.5770751,5.041160494,16.86,15.63061445,4.70517438,31.95,35.42939274,4.659211957,2.5343,2.60366511,0.065805274,21.37,19.10856134,5.861446134,10.45634208,4.347865459,1.79662235,1.722073102,91.95,93.26407507,2.162615847,8.05,6.735924933,4.478836335,14.05,16.06180381,4.078491844,85.95,83.93819619,2.975679013,97.82171582,2.681287461,0.670241287,1.172476213,0.938337802,1.540889763,0.569705094,0.870879831,1.401365433,1.507296603,1.616960115,2.010353911,1.575067024,1.975750283,0.77077748,0.937600293
2147,5305910,WASHINGTON,Northshore School District,Snohomish County,1469,91,276,80-84,100,3,3.277,4611,0,0,100,0,0,50.42,52.37341772,4.063339577,49.58,47.62658228,4.341177885,0.87,0,0.87,91.65913201,2.825580916,20.64118372,6.551255771,79.35881628,6.196241386,69.8915009,3.356919097,2.360931436,1.736476359,61.80465718,7.744924259,99.86437613,0.325987099,1.629696695,1.240706824,95.46218487,2.96032919,4.537815126,4.730169649,98.98282098,0.714801913,6.508335236,0.41020793,83.18264015,5.834476376,16.81735986,4.233582296,9.990958409,4.043212772,6.826401447,2.40352096,0,0.8091706,0,0.8091706,3.034389751,2.621509902,0,0.8091706,3.034389751,2.756777469,84.05,87.39042482,3.991187996,76.21,81.32164531,6.749698823,23.79,18.67835469,7.920768153,5.42,1.2137559,1.346031369,15.95,12.60957519,6.346953148,11.37,9.507754552,5.490526519,44.38,36.95212407,5.510954098,2.9876,2.960890088,0.275879281,22.86,24.61419753,8.002161642,6.338503034,4.632261325,1.82063385,3.099291955,96.29,94.69987229,3.387086046,3.71,5.300127714,3.946868227,10.65,6.001348618,5.108096936,89.35,93.99865138,5.195368787,95.27458493,2.938820904,2.618135377,3.125208336,0.446998723,1.085250653,1.660280971,1.785332435,0,0,1.955495617,3.098903278,0,0.766283525,2.171136654,2.231350991
2148,5305940,WASHINGTON,Oak Harbor School District,Island County,413,75,161,60-64,100,3,5.481,0,5643,488,0,92.04,7.96,48.9,52.78301079,3.82093734,51.1,47.21698921,3.907519931,0.2,0,0.2,95.13615345,2.162327468,18.81188119,5.281948656,81.18811881,3.963988882,62.52783011,2.257008493,7.723911257,2.963796917,19.775404,4.272547899,99.86299024,0.314565136,15.53764363,5.320579177,87.49082905,14.88448753,12.50917095,6.528213614,99.31495119,1.237029182,23.43507501,1.43867679,87.60061654,3.368348261,12.39938346,4.198783756,10.36136325,4.097476042,2.038020209,1.553663302,0,0.730554362,0,0.730554362,0,0.730554362,0,0.730554362,0,0.730554362,69.17,70.64890417,5.132808921,51.92,49.54877525,5.6117365,48.08,50.45122475,10.18995604,13.32,13.06403094,5.951414506,30.83,29.35109583,7.921238165,23.74,26.72969489,7.742903977,38.6,37.68801031,5.735815752,2.6127,2.50408251,0.226484821,24.38,19.28223844,7.735627016,22.86205415,7.096878697,3.266007735,2.39642245,92.31,93.3413558,3.806369058,7.69,6.658644204,4.599010679,34.07,34.89471422,6.688416154,65.93,65.10528578,3.855213937,66.10509426,7.192691351,9.105495387,4.021672476,6.618531889,4.961188579,18.17087846,5.040623838,1.761925226,1.887106124,3.609798023,3.816904667,0,0.681909346,0,0.681909346
2149,5306180,WASHINGTON,Olympia School District,Thurston County,753,85,193,65-69,100,3,9.103,7157,0,1,99.99,0,0.01,50.47,48.79966306,4.518297673,49.53,51.20033694,2.18075077,10.09,0,10.09,94.34227152,1.291219756,15.37202381,3.597592032,84.62797619,4.210658914,58.0794609,2.844586926,4.133430022,3.440561349,59.89847716,5.767767194,92.57335392,2.378328287,14.30087959,6.170034584,87.59018759,4.950684149,12.40981241,5.160041105,98.37147269,1.489924744,21.83530755,1.433458181,87.92643549,2.983310751,12.07356451,2.932718332,7.875894988,2.131521692,4.197669521,1.876205365,0,0.669027942,0,0.669027942,1.889020071,1.529859525,0,0.669027942,1.889020071,1.687741421,68.97,63.12475403,5.218107109,58,55.84415584,5.794950148,42,44.15584416,7.870552962,7.86,4.604486423,2.777936892,31.03,36.87524597,7.203284559,19.39,18.6540732,5.494176531,31.43,30.38173947,4.285214313,2.5672,2.58480913,0.028151045,15.33,20.01246883,6.460108976,9.956709957,4.319660166,0.550964187,0.904439518,94.64,92.53459578,3.821506161,5.36,7.465404224,4.82864417,25.65,24.99016135,5.918268197,74.35,75.00983865,3.82766241,82.41077932,5.290202664,12.56372906,5.535326894,3.823743627,2.432223303,1.201747997,1.856250416,0,0,1.810310901,1.767003011,0,0.619082302,1.128914785,1.236845211
2150,5306570,WASHINGTON,Pasco School District,Franklin County,948,71,739,69,100,3,2.758,6786,0,0,100,0,0,50.93,49.11945393,2.48763731,49.07,50.88054608,3.971712704,0.1,0,0.1,89.54266212,4.986673235,34.65467297,9.151318492,65.34532703,6.072439975,56.69624573,6.066684931,13.41199133,5.006897701,23.30845172,5.489119578,100,10.90826843,9.774744027,6.495639245,93.44308828,1.581563223,6.556911723,3.546559352,98.85324232,2.282089801,13.8102472,1.111914669,83.78156997,3.603908177,16.21843003,6.876904425,5.146757679,2.092365683,11.07167236,6.262862852,8.031569174,4.856408396,0,0.789229341,0.928505107,1.020193435,0,0.789229341,8.96007428,5.038474321,80.36,82.6369545,4.653936924,66.68,62.48839369,6.974606533,33.32,37.51160631,7.930331582,8.35,10.16713092,4.518302323,19.64,17.3630455,5.072061902,15.21,13.09192201,4.450567547,46.59,47.30733519,4.032940923,3.0605,3.398792943,0.192382219,32.64,34.7752809,9.926383969,5.106778087,3.797432502,3.156917363,3.338513113,97.36,98.53613907,2.609045054,2.64,1.463860933,2.33208624,9.44,12.25626741,4.691521647,90.56,87.74373259,4.588636786,98.9021043,3.012631146,0,0.777676121,0,0.777676121,1.0978957,1.691858731,3.853296193,3.336500361,3.714020427,2.871763817,0,0.777676121,0,0.777676121
2151,5306690,WASHINGTON,Peninsula School District,Pierce County,778,79,208,65-69,100,2,4.727,4107,0,0,100,0,0,49.21,48.63235976,3.278083327,50.79,51.36764024,1.814975334,0,0,0,94.34399629,3.046610818,6.535626536,3.174482984,93.46437346,2.104005129,67.89522485,7.107746821,2.355752817,2.246683951,46.56879481,6.34114283,100,10.55578969,5.771905424,4.709124085,95.29198733,0.896788488,4.708012675,2.700352064,99.53639314,10.4332367,11.52771309,0.848336594,96.17524339,1.958244378,3.824756606,2.650408753,1.993509504,1.266205982,1.831247103,1.709890889,0,0.771208226,0,0.771208226,0,0.771208226,0,0.771208226,0,0.771208226,79.79,80.33419023,4.902190449,69.62,72.68637532,6.064538347,30.38,27.31362468,7.293217923,6.58,7.06940874,3.83525792,20.21,19.66580977,6.264502932,15.97,13.56041131,4.758649022,35.07,36.56812339,5.056109475,2.6773,2.772493573,0.135050215,13.4,14.4,6.368281111,11.18251928,5.29656655,0.192802057,0.706856777,90.55,92.50891796,4.268725751,9.45,7.491082045,4.333153322,14.15,21.01542417,7.81502306,85.85,78.98457584,6.754146074,97.38406659,4.664769134,2.615933413,2.317089892,0,0.713436385,0,0.713436385,1.606683805,1.797190211,0,0.771208226,0,0.713436385,0.594530321,0.951049839
2152,5306820,WASHINGTON,Port Angeles School District,Clallam County,343,69,156,50-54,100,3,0.897,0,2806,0,0,100,0,47.43,47.71515613,5.179645402,52.57,52.28484387,4.202020133,0.71,0,0.71,95.58263519,14.4462377,2.788844622,1.889547573,97.21115538,2.475996637,71.85833968,1.717140614,3.709591945,2.564003579,21.56862745,5.317387397,98.97182026,15.0011958,25.50981147,7.079211382,94.86983155,2.217841255,5.130168453,3.512850951,99.08606245,0.697567785,19.98462721,2.165897338,96.38233054,2.24455988,3.617669459,1.902299741,1.675552171,1.282001277,1.942117289,1.585539162,0,0.931677019,0,0.931677019,0,0.931677019,0,0.931677019,0,0.931677019,48.39,45.57453416,6.68151693,31.41,31.75465839,7.643489201,68.59,68.24534162,8.920432356,11.42,8.540372671,4.100167621,51.61,54.42546584,8.411930241,43.12,42.70186335,6.785741926,23.13,21.81677019,5.544406449,2.0395,2.027173913,0.073872992,21.63,17.03577513,9.399109815,17.4689441,6.673985585,12.3447205,6.55606537,90.58,85.9239493,7.136480431,9.42,14.0760507,6.146305061,52.34,50.07763975,7.019621809,47.66,49.92236025,8.338060182,73.58238826,4.998602178,9.139426284,4.771754876,17.27818546,5.574747158,0,0.800533689,0.232919255,0.465226516,2.329192547,2.550967717,1.73448966,2.799931947,0,0.800533689
2153,5306840,WASHINGTON,Port Townsend School District,Jefferson County,103,82,49,70-79,100,2,4.334,0,2170,850,0,71.85,28.15,46.42,46.8981035,3.635431306,53.58,53.1018965,3.620260808,0.23,0,0.23,94.95339119,11.24610452,3.757616791,2.587783948,96.24238321,0.363770933,73.93121183,4.104425356,4.304347826,2.263075039,48.39130435,7.71612791,99.67855995,0.998840688,16.76878426,5.959715382,93.74090248,5.17276825,6.259097526,4.423156825,98.26422372,2.61501521,12.7576055,1.126775755,94.63195114,2.722178367,5.368048859,2.857418697,3.985856638,2.419772208,1.382192221,1.022000368,0,0.86517664,0,0.86517664,0,0.86517664,0,0.86517664,0,0.86517664,60,60.34607066,7.489958604,45.44,49.67555876,7.934499997,54.56,50.32444124,8.626322689,11.4,8.147080029,3.989193272,40,39.65392934,7.484740931,30.66,28.91131939,6.938598727,24.71,30.71377073,5.110357622,2.2154,2.234318673,0.082447099,13.97,20.31063321,10.08833241,5.623648162,3.796950514,5.191059841,3.58300649,90.37,95.98615917,3.381460777,9.63,4.01384083,4.351354954,27.65,25.45061283,7.46526739,72.35,74.54938717,6.511004366,84.4982699,4.689460818,5.328719723,2.744474044,1.660899654,2.073066551,8.512110727,4.181794098,2.090843547,1.940078157,1.946647441,1.868636603,4.083044983,4.073644051,1.107266436,1.243409151
2154,5306900,WASHINGTON,Prosser School District,Benton County,212,79,123,75-79,100,5,13.567,0,6354,722,0,89.8,10.2,48.47,50.76268701,3.08249816,51.53,49.237313,4.236627466,0.66,0.42,0.24,93.61982986,2.364148582,29.40623531,7.17930677,70.59376469,5.29717921,66.2951012,4.005996101,21.21681416,6.939033213,18.84955752,4.808019172,99.69199179,0.752587996,13.38825953,7.001479341,82.65339967,4.670805219,17.34660033,6.704097996,99.07597536,0.358146014,7.135455218,0.42464145,89.43971839,3.689276871,10.56028161,5.109776452,2.845409211,1.884485752,7.714872397,4.376187383,4.559625877,3.914996816,0,0.662509743,0,0.662509743,0,0.662509743,4.559625877,3.954175844,70.77,66.60171473,3.941154534,51.93,49.25954794,6.150925357,48.07,50.74045207,8.405816108,13.33,14.10756041,4.382359011,29.23,33.39828527,7.3281839,25.72,32.15120811,7.664466621,39.94,31.76149649,4.707417934,2.8297,2.647700702,0.284590128,27.25,19.36805149,8.106373445,12.08106002,6.33920932,7.404520655,4.235590153,95.06,94.37293123,12.52258224,4.94,5.627068775,3.97056202,32.85,40.06235386,6.61732849,67.15,59.93764614,5.615291118,65.94336153,4.789760349,4.523721957,3.465577398,18.38911365,5.908979898,11.14380287,3.780061521,2.689010133,2.443426891,5.767731878,4.491254468,0,0.625229864,1.250459728,1.429085165
2155,5306930,WASHINGTON,Pullman School District,Whitman County,185,92,46,80-89,100,3,0.567,0,6520,0,0,100,0,51.27,52.91224835,5.723602851,48.73,47.08775165,6.527790863,53.42,0,53.42,99.35454126,0.629183985,7.177107502,2.175448314,92.8228925,3.932304783,8.360227447,1.803838597,7.904411765,9.381858773,47.24264706,11.15384289,52.94298448,5.81869534,79.12917271,9.38553613,91.24472574,5.762649469,8.755274262,4.343069278,99.83095128,11.87828703,59.08251232,4.965987027,95.78915015,3.127815618,4.210849854,1.778419385,0.553250346,0.474126135,3.657599508,1.771482163,0.535577659,0.916313316,0.918133129,1.143384244,0,1.3006886,0,1.3006886,1.453710788,1.983097007,9.95,10.86457536,3.6415798,6.53,4.131599082,2.718096771,93.47,95.86840092,4.221214443,2.2,3.136954859,1.960291473,90.05,89.13542464,4.542787258,36.93,34.73603673,8.549125869,4.03,4.820198929,1.520258022,2.3078,2.598316756,0.234905756,23.66,44.36619718,31.55613401,39.70925784,10.23365956,0,1.3006886,96.91,88.91156463,6.604697859,3.09,11.08843537,5.510369583,93.39,95.94491201,3.040959678,6.61,4.055087988,2.097169234,21.83673469,6.303217655,32.99319728,9.379221009,45.17006803,11.0115142,0,1.156462585,0,0,4.28462127,3.334604618,0,1.156462585,0,1.156462585
